cluster	size	words
262	160	abonnement_nom, abonner_ver, achat_nom, acheter_ver, acompte_nom, acquisition_nom, acquitter_ver, allocation_nom, allouer_ver, amende_nom, annuel_adj, appointement_nom, apport_nom, arriéré_nom, assurance, avantageux_adj, bail_nom, bancaire_adj, bazarder_ver, brader_ver, budget_nom, bénéfice_nom, cadeau_nom, cagnotte_nom, caisse_nam, capital_nom, cash_adv, compensation_nom, comptant_adj, comptant_adv, concession_nom, contravention_nom, contrepartie_nom, contribution_nom, cotisation_nom, cotiser_ver, coût_nom, coûteux_adj, créance_nom, crédit_nom, dessaisir_ver, dette_nom, dilapider_ver, dispendieux_adj, dividende_nom, dot_nom, débourser_ver, dédommagement_nom, dédommager_ver, dépense_nom, dépenser_ver, dîme_nom, emprunt_nom, enchère_nom, escroquer_ver, exempter_ver, exorbitant_adj, fisc_nom, fortune_nom, fourguer_ver, frais_nom, fructueux_adj, gain_nom, garantie_nom, gaspillage_nom, gaspiller_ver, gloriole_nom, gogo_nom, grassement_adv, gratification_nom, gratis_adv, gâcher_ver, hebdomadaire_adj, honoraires_nom, honorifique_adj, hypothèque_nom, hypothéquer_ver, impôt_nom, indemniser_ver, indemnité_nom, liquidation_nom, location_nom, loyer_nom, lucratif_adj, marchander_ver, mensualité_nom, mensuel_adj, modique_adj, monnayer_ver, moyennant_prp, moyenner_ver, négoce_nom, négocier_ver, obole_nom, offrant_adj, onéreux_adj, pactole_nom, paie_nom, paiement_nom, partage_nom, payable_adj, payaient_ver, payait_ver, payant_ver, paye_nom, payer_ver, payé_ver, payée_ver, payées_ver, payés_ver, pension_nom, pourboire_nom, pourcentage_nom, prime_nom, prix_nom, productif_adj, profit_nom, prélever_ver, pécule_nom, rabais_nom, racheter_ver, rançon_nom, remboursement_nom, rembourser_ver, renflouer_ver, rentable_adj, rente_nom, restitution_nom, revendre_ver, revenu_nom, revient_nom, ruineux_adj, rémunération_nom, rémunérer_ver, rétribuer_ver, rétribution_nom, saisie_nom, salaire_nom, somme_nom, standing_nom, subside_nom, substantiel_adj, subvention_nom, supplément_nom, tarif_nom, taux_nom, taxe_nom, tribut_nom, trimestre_nom, troc_nom, vendre_ver, vente_nom, versement_nom, versé_adj, viatique_nom, virement_nom, économie_nom, économiser_ver, épargne_nom, étrenne_nom
158	163	abaisser_ver, abattre_ver, accourir_ver, affaisser_ver, affaler_ver, agiter_ver, agripper_ver, ajoute_nom, animer_ver, arc, arrière_adv, arrière_nom, arriérer_ver, attrape_nom, attraper_ver, avant_nom, aveuglette_adv, baisser_ver, basculer_ver, bondir_ver, bouger_ver, bousculer_ver, bouter_ver, boxer_ver, bras, buter_ver, caracoler_ver, catapulter_ver, chevaucher_ver, choir_ver, choper_ver, chuter_ver, cingler_ver, circuler_ver, cogner_ver, collet_nom, courir_ver, cramponner_ver, cravache_nom, culbuter_ver, devancer_ver, débarrasser_ver, débattre_ver, déconcentrer_ver, dégager_ver, délivrer_ver, démener_ver, dépassant_nom, dépouiller_ver, dépêtrer_ver, déraper_ver, déséquilibrer_ver, détacher_ver, détaler_ver, détourner_ver, effondrer_ver, emboîter_ver, emparer_ver, empoigner_ver, empêcher_ver, enfoncer_ver, enfouir_ver, enfuir_ver, enlever_ver, entendant_nom, extirper_ver, extraire_ver, faufiler_ver, flageller_ver, forcené_nom, fouet_nom, fouetter_ver, fougueusement_adv, fourrer_ver, frappe_nom, frapper_ver, fuir_ver, fustiger_ver, galoper_ver, gambader_ver, gifler_ver, glisse_nom, glisser_nom, glisser_ver, heurter_ver, impétueusement_adv, interposer_ver, jeter_ver, jugé_nom, lancer_nom, lancer_ver, lancée_nom, lever_ver, libérer_ver, lâcher_nom, lâcher_ver, marteler_ver, mordre_ver, mêlée_nom, pencher_ver, percuter_ver, pincer_ver, pirouetter_ver, pivoter_ver, plonge_nom, plonger_ver, poigne_nom, poigner_ver, poignée_nom, positionner_ver, poussa_nom, pousse_nom, pousser_ver, projeter_ver, propulser_ver, précipiter_ver, rabaisser_ver, rabattre_ver, ramasser_ver, ramper_ver, rattraper_ver, ravaler_ver, redresser_ver, rejeter_ver, relever_ver, remuer_ver, renverse_nom, renverser_ver, replonger_ver, repousser_ver, retenir_ver, retirer_ver, retomber_ver, roule_nom, rouler_ver, ruer_ver, récupérer_ver, saisir_ver, saisissant_nom, sauter_ver, secouer_ver, sortir_ver, souffleter_ver, soulever_ver, sourire, tambouriner_ver, taper_ver, tirant_nom, tirer_nom, tirer_ver, toc_adj, tomber_ver, toquer_ver, traîner_ver, trotter_ver, trottiner_ver, trépigner_ver, vit_nom, volée_nom, écarter_ver, écrouler_ver, élancer_ver, ôter_ver
50	163	abord_nom, absurdement_adv, advenir_ver, adversité_nom, alternative_nom, aléa_nom, annonciateur_adj, aperçu_nom, approche_nom, appréhender_ver, attente_nom, attitude_nom, attraire_ver, aubaine_nom, augure_nom, augurer_ver, auspice_nom, autrui_nom, avenir_nom, aveugle_adj, aveugle_nom, aveuglément_adv, bouleversement_nom, brusquer_ver, bénigne_adj, bénin_adj, bénéfique_adj, cas_nom, catastropher_ver, catastrophique_adj, chance_nom, circonstance_nom, clandestinité_nom, comportement_nom, concrètement_adv, concrétiser_ver, condition_nom, conduite_nom, conjoncture_nom, conséquence_nom, craindre_ver, crainte_nom, destin_nom, destinée_nom, disposition_nom, durable_adj, durablement_adv, déchanter_ver, décisif_adj, déclencher_ver, définitif_adj, dégénérer_ver, désamorcer_ver, désastreux_adj, engendrer_ver, enrayer_ver, ensuivre_ver, entrevoir_ver, envenimer_ver, escompter_ver, espoir_nom, espérance_nom, espéré_adj, exaltant_adj, fatal_adj, feltis_nam, fertile_adj, final_adj, fragiliser_ver, fratricide_adj, funeste_adj, futur_adj, fécond_adj, généraliser_ver, générateur_adj, générer_ver, imaginé_adj, imminence_nom, imminent_adj, implacablement_adv, inespéré_adj, influence_nom, inopérant_adj, intestin_adj, inverse_nom, inéluctable_adj, inéluctablement_adv, inévitable_adj, inévitablement_adv, issue_nom, leur_adj, libérateur_adj, macmann_nam, maligne_adj, marasme_nom, miracle_nom, miraculeux_adj, moyen_nom, médiatique_adj, méfiant_nom, méfier_ver, neville_nam, nouveau_nom, nuisible_adj, néfaste_adj, népomucène_nom, occasion_nom, opportunité_nom, paradoxalement_adv, per, pernicieux_adj, perspectif_adj, perspective_nom, perturbation_nom, peur_nom, point_nom, position_nom, possibilité_nom, possible_adj, potentiellement_adv, pressentir_ver, prochain_nom, prodige_nom, produire_ver, profitable_adj, providence_nam, providence_nom, providentiel_adj, provoquer_ver, précurseur_adj, prématuré_adj, prémonitoire_adj, présage_nom, présager_ver, quêil_nom, redouter_ver, ressource_nom, retentissement_nom, revisiter_ver, risquer_ver, répercussion_nom, résulter_ver, rêvé_adj, salvatrice_adj, situation_nom, solution_nom, sort_nom, subodorer_ver, suites_nom, suprême_adj, survenir_ver, survenue_nom, sus_adv, susciter_ver, transparaître_ver, ultime_adj, vue_nom, échappatoire_nom, électoral_adj, éphémère_adj, éphémère_nom, état_nom, éterniser_ver
102	164	ainsi_nam, alors_nam, assurément_nam, aucune_nom, autrefois_nam, autrement_nam, aux_ver, avant_nam, beaucoup_nam, beaucoup_nom, bientôt_nam, bonne_nam, bref_nam, cacher_adj, car_nam, ceci_pro, cela_abr, cela_nam, cela_pro, celer_ver, celle_nam, celui_nam, cependant_nam, certes_nam, ces_abr, ces_adj, ces_nam, ces_ver, cette_nam, ceux_adj, ceux_nam, ch, comme_nam, comme_ver, compagnons_nam, compris_nam, coûter_ver, des_abr, des_adj, des_ver, donc_nam, décidément_adv, décidément_nam, déjà_abr, elle_nam, elles_nam, encore_nom, encore_ver, enfin_nam, enfin_nom, entre_nom, eux_nam, eux_pro, gager_ver, hein_int, ici_nam, ici_ver, ils_nam, ils_ver, impossible_nom, justement_nam, leurs_adj, leurs_nom, lui_nam, maintenant_nam, mais_nam, malheureusement_nom, mes_adj, mes_nam, mettons_nam, mien_pro, moi_nam, moi_nom, moi_pro, moins_nom, mon_det, mon_nam, même_nam, naturellement_nam, normal_nom, nôtre_pro, par_nam, par_nom, paraît_nam, pardi_int, parfois_nam, pas_ver, pendant_nom, plus_nom, plutôt_nom, possible_nom, pour_nam, pourtant_nam, pourtant_ver, presque_adj, presque_nom, puisque_nam, que_nam, quelle_adj, quelle_nam, quelqu, quelquefois_nam, quels_adj, qui_nam, quoi_nam, ravoir_nom, regardez_nam, remarque_nam, remarquez_nam, sauf_nam, ses_abr, ses_adj, ses_nam, ses_ver, seulement_nam, sien_pro, silence_nam, sinon_nam, soi_pro, son_adj, son_det, son_ver, sont_ver, sous_ver, surtout_nam, surtout_nom, tenez_nam, tien_pro, tiens_int, tiens_nam, toi_nam, toi_pro, ton_adj, ton_det, ton_ver, toujours_nom, tous_nam, tous_ver, toute_adv, toute_ver, toutefois_nam, toutes_ver, trop_nam, trop_nom, un_nam, un_pro, une_abr, une_nam, une_ver, veux_ver, voici_adv, voici_nam, voici_ver, voilà_abr, voilà_adj, voilà_adv, voilà_nam, votre_det, vous_nam, vous_pro, voyez_nam, vrai_nam, vôtre_pro, évidemment_nam
6	165	alburtin_nam, aline_adj, aline_nam, amalia_nam, angelo_nam, anthropopithèque_nom, antinéa_nam, apolline_nam, ardavena_nam, artagnan_nam, athol_nam, athos_nam, aubergiste_nom, bakaloo_nam, bakefield_nam, balaoo_nam, barnabas_nam, barnabé_nam, battista_nam, beldemonio_nam, bex_nam, bob_nam, bolenski_nam, brahme_nom, brik_nam, brussand_nam, candeille_nam, canterel_nam, carridge_nam, celina_nam, chibh_nam, christiane_nam, christiane_nom, corales_nam, coriolis_nam, cucuzone_nam, danton_nam, darvel_nam, dois_nam, dolorès_nam, doumine_nam, désirée_nam, désormais_nam, eeeoys_nam, elisen_nam, erwan_nom, escornebœuf_nam, estévéris_nam, feodor_nam, fiamma_nam, fogar_nam, fong_nam, framm_nam, franck_nam, fresswanst_nam, frères_adj, gelb_nam, gervais_nam, giuseppe_nam, gray_nom, gretchen_nam, gretchen_nom, guibot_nam, guides_nom, gunilla_nam, guérou_nam, göring_nam, heide_nam, hindou_nam, hor_nom, hôtelier_nom, iouri_nom, ismaïl_nom, ivany_nam, julius_nam, juvia_nam, kaltenborn_nam, kimi_nam, kor_nam, kun_nam, lama_nom, lania_nam, lentement_nam, leurs_nam, ling_nam, lolita_nam, lyoni_nam, léonello_nam, marquis_nam, mentor_nom, miklos_nam, milos_nom, mion_nam, mirebeau_nam, misty_nam, montbrichard_nam, morhange_nam, mortaigne_nam, mourad_nam, nastia_nam, naïs_nam, ninon_nam, népomucène_nam, orsola_nam, outre, palanquin_nom, pedro_nam, phara, pier_nom, pitcher_nam, pontevedra_nom, potaje_nam, prisca_nam, punch_nam, pâquerette_nam, pérouse_nam, ribonard_nam, rochefort_nam, rolleston_nam, rudolf_nom, ruggieri_nam, ruggieri_nom, rèche_nam, sa, samuel_nam, sirdah_nam, siri_nam, slud_nam, sommelier_nom, spirite_nom, séil, tailleuse_nom, talaxien_nam, talou_nam, tanit, taor_nam, targui_nam, tavernier_nom, tement_nom, thalan_nam, thaumaturge_nom, tienko_nam, tiffauges_nam, timothée_nam, tom_nam, tom_nom, tombe_adv, trichter_nam, trichter_ver, valiana_nam, varikama_nam, vautrin_nam, veneur_nom, vera_nam, wad_nam, willem_nam, winifred_nam, wolmar_nam, yrdel_nam, zacharios_nam, zakhar_nam, zerga_nam, zoé_nam, zoé_nom, épervier_nam
108	169	_abr, _adj, absolument_nam, adieu_int, adieu_nam, admettons_nam, allez_nam, allons_int, allons_nam, allons_nom, amen_nam, ami_nam, annabelle_nam, apparemment_nam, arrête_abr, arrêtez_nam, assez_nam, attendez_nam, attends_nam, attention_nam, aucune_nam, aux_abr, baby_nom, bah_nam, beau_nam, bien_adj, bien_nam, bienvenir_ver, bienvenu_nom, bienvenue_nam, bienvenue_nom, bizarre_nam, bon, bonjour_nam, bonjour_nom, bonsoir_int, bonsoir_nam, bonsoir_nom, brave_nam, bravo_int, bravo_nam, bye_int, ce_adj, ceci_nam, charmant_nam, chose_nam, choser_ver, chut_nam, comme_abr, continue_nam, continuez_nam, coucou_nam, courage_nam, crois_nam, curieux_nam, darling_nom, dear_nom, difficile_nam, dis_nam, disons_nam, dites_nam, docteur_adj, doucement_nam, doux_adv, doux_nam, désolé_nam, désolée_nam, ecoute_nam, ecoute_nom, ecoute_ver, ecoutez_nam, ecoutez_ver, eden_nam, entrez_nam, espérons_nam, euh_int, euh_nam, excusez, fabio_nam, fais_abr, faisable_adj, faites_abr, fichtre_nam, franchement_nam, god_nam, good_nam, hein_nam, hello_int, hello_nam, heu_nom, heureux_nam, hey_nam, holà_abr, hou_nam, hum_int, hum_nam, hélas_nam, imbécile_nam, impossible_nam, jamais_nam, jamais_ver, jaïle_nam, je_adj, laisse_nam, laisse_ver, laissez_nam, laquelle_nam, lequel_nam, lâche_nam, mauvais_nam, maîtresse_nam, merci_nam, merci_nom, merci_ver, mia_nam, misère_nam, mmm_nam, moi_adj, montale_adj, montale_nam, morte_nam, mouais_nam, mourir_nam, non_adv, non_nam, notre_nam, nulle_nam, okay_nam, oui_adj, oui_int, oui_nom, oui_ver, pardon_int, pardon_nam, parle_nam, parlez_nam, partez_nam, pauvre_nam, perez_nam, peste_nam, possible_nam, quelque_nam, remercier_ver, restez_nam, sacré_nam, sacrée_nam, salut_nam, seulement_abr, soit_nam, sûr_nam, tais_nam, thia_nam, ton_nam, toujours_nam, tu_adj, vas_ver, venez_nam, viens_nam, vite_nam, vous_ver, voyons_nam, vraiment_nam, waaag_nom, yes_nam, yes_nom, écoute_nam, écoute_nom, écoutez_nam, étrange_nam
53	171	accoucheur_nom, adou_nam, aether_nam, aiswyn_nam, akalien_nam, aladzio_nam, alec_nam, alec_nom, aljir_nam, altran_nam, amandias_nam, amon_nam, anataxa_nam, anki_nam, arjo_nam, arkan_nom, arkane_nam, azdeki_nam, aïda_nam, barkhan_nam, bassianus_nam, brasti_nam, brasti_ver, cadal_adj, cadal_nam, caessia_nam, cerni_nam, chenue_nam, cim_nam, côme_nam, daermon_nam, demi_nam, deraan_nam, dest_nam, devineresse_nom, drac_nam, draguéenne_nam, draguéenne_nom, druon_nam, dun, elvare_nam, enoc, enzo_nom, erby_nam, esyld_nam, evan_nam, evan_nom, examinateur_nom, ezrah_nam, falcio_nam, falken_nam, farel_nam, farel_nom, fatoum_nam, feltock_nam, ferreux_nam, fidèle_nam, finrad_nam, folog_nam, foulard_nam, frater_nam, gaelion_nam, gaelion_nom, gaowhan_nam, ghun_nam, gorn_nam, grenouille_nam, grezel_nam, guet_nam, hank_nam, harpiste_nom, hass, hator_nam, hegmar_nam, huguelin_nam, héluise_nam, ignence_nom, illith_nam, illiths_nom, imperator_nom, ishwen_nam, jade_nam, jana_nam, januel_nam, jelhenn_nom, jeremy_nam, jireas_nom, juavan_nam, julian_nam, kaminaël_nam, kantz_nam, kendan_nam, kest_nam, korta_ver, krolls_nom, laerte_adj, laerte_nam, laerte_ver, laz_nam, laïsham_nam, liaber_nam, logrid_nam, loralius_nam, luernios_nam, lumiant_nam, lïam_nam, manem_nom, masalia_nom, mastrazza_nam, meg, mel_ver, meurnau_nam, mécros_nom, mélénas_nam, ménestrel_nom, nain_nam, nathan_nam, nayan_nam, nigel_nam, nimrod_nam, noy_nam, ols_nam, orfaël_nam, orik_nam, orion_nam, otakar_nam, ouraman_nom, oziel_nam, padrain_nom, passeur_nom, phénicier_nom, polonius_nam, pétroccio_nom, questeur_nom, rajak_nom, ravenn_nam, regenhalt_nam, renn_nam, reyes_nam, rilia_nom, rivarend_nom, rogant_nam, ruten_nam, sage_nam, salines_nam, scende_nam, sei_nam, sey_nam, shaïmain_nam, shen_nam, shiballe_nam, sildinn_nam, sol, sorcelame_nam, sui_nam, symentz_nam, teller_nam, thessa_nam, til, tirius_nam, troll_nam, tshan_nam, tubalc_nam, uster_nam, vagran_nam, viola_nam, xug_nam, élouane_nom, éméris_nam, énora_nam, énora_nom
125	182	adamsberg_nam, adjudant, aide, ariane_nam, attali_nam, badel_nam, bailly_nam, baldowsky_nam, basile_nam, bauer_nam, baz_nam, benezet_nam, beric_nam, beth_nam, bliss_nam, boss_nom, bosson_nam, boumian_nam, bourseul_nam, bricourt_nam, brunel_nam, brézillon_nam, bufo_nam, bélita_nam, béraut_nam, cadin_nam, calo_nam, camblain_nam, cendrine_nam, cerutti_nam, charly_nam, chieti_nam, chraïbi_nam, clément_nam, confidentiellement_adv, corcol_nam, dalbois_nam, damas_nam, danglard_nam, daquin_nam, darnas_nam, dayem_nam, decambrais_nam, decambrais_ver, delage_nam, delettram_nam, deligny_nam, deslauriers_nam, domecq_nam, duprest_nam, décembre_nam, emilio_nam, estalère_nam, ewegh_nam, favre_nam, federico_nom, fogel_nam, froissy_nam, galtier_nam, gange_nam, gardien, gozlan_nam, graine_nam, grandier_nam, gryphius_nam, guerd_nam, guern_nom, guerrec_nam, guyot_nam, harrar_nam, hellebaud_nam, infirmière, jennings_nam, joly_nam, joshua_nam, joss_nam, joss_nom, jourdan_nam, jumbo_nam, karim_nam, kashguri_nam, kehlweiler_nam, kehlweiler_ver, kola_nom, lafont_nam, laliberté_nam, laliberté_ver, lamarre_nam, langlois_nam, lardenne_nam, larosière_nam, laveuglant_nam, lavoisier_nam, lavorel_nam, lecacheur_nam, leguennec_nam, lentraille_nam, leroy_nam, lino_nam, lizbeth_nam, loiseau_nam, loisel_nam, lucien_nam, lucio_nam, lucky_nam, légiste_nom, léonard_adj, léonard_nom, manin_nam, marc_nam, mathias_nam, mathias_nom, meillant_nam, mercadet_nam, michelet_nam, milna_nam, mirza_nam, molier_nam, momo_nam, morandot_nam, mordent_nam, mourrabed_nam, muir_nam, mussard_nam, médecin, nermord_nam, niémans_nam, novacek_nam, noëlla_nam, osvald_nam, oufiri_nom, pasquini_nom, pellegrini_nom, picard_nam, pisteur_nom, poulpe_nom, pérol_nam, rascous_nom, reboul_nam, relivaux_nam, retancourt_nam, ricain_nom, ricouart_nam, robinson_nam, romero_nom, romuald_nam, roubaud_nam, rétrograder_ver, sanscartier_nam, santoni_nam, sastre_nam, schiffer_nam, sener_nam, serdj_abr, sigurður_nam, sloga_nam, soignante_nom, soliman_nam, soria_nam, superintendant_nom, surintendant_nom, tapa_nom, trabelmann_nam, traverse_nam, vandoosler_nam, vasco_nam, vauquer_nam, veilleux_nam, veilleux_nom, verdier_nam, veyrenc_nam, viaud_nam, viking_nam, voisenet_nam, warren_nam, zavatter_nam, zerk_nam, zill_nam, zine_nam, zine_nom, émeri_nom, éric_nam
22	200	achille_nam, ai_ver, alonzo_nam, alyre_nam, aminches_nom, andres_nam, anita_ver, apollon, aristide_nam, attilio_nam, aussi_kon, auvergnat_nom, av, avez_ver, baba_adj, bafouille_nom, balbutie_nom, banon_nam, barque_nam, bastien_nam, batisti_ver, battoir_nom, because_prp, belge_nam, besson_nom, bicher_ver, bigophone_nom, bigoudi_nam, blondel_nam, blum_nam, boro_nam, bouvier_nom, bri_nam, brédannes_nam, béarnais_nam, bébert_nam, bégonhès_nam, béru_nam, bérurier_nam, c_nom, calixte_nam, camier_nom, cascade_nam, cathy_nam, cerise_nam, chabrand_nam, chiffe_nom, chiquer_ver, claben_nam, claper_ver, coco_adj, copain_adj, corbeau_nam, corentin_nam, cornélia_nam, cottet_nam, couché_adj, courtial_nam, crachoir_nom, cûc_nam, devâme_nam, doline_nam, dorf_nam, doudou_nam, drague_nom, dufour_nam, dédé_nam, dédé_ver, eddie_nam, eloi_nam, eustache_nom, ezzio_nam, fagot_nam, finette_nam, flem_nam, fredo_nam, frime_nom, fumier_nam, gafer_ver, gambaroux_nam, generoso_nam, gontran_nam, gravos_nom, grogne_nom, gronde_nom, gros_nam, géronimo_nam, haineusement_adv, hargneusement_adv, harmaguedon_nam, harras_nam, hervé_nam, hou_int, iago_nam, idriss_nom, iglésia_nam, isis_nam, jas_nom, jojo_nam, jolivet_nam, kazaldi_nam, kracht_nam, kretzer_nam, lachau_nam, lagrange_nam, lamuse_nam, lamélie_nam, landrat_nom, laviolette_nam, leboeuf_nam, lebouc_nam, lebœuf_nam, lee_nom, lehmann_nam, leiden_nam, lili_nam, lili_nom, lili_ver, lorson_nam, loupiot_nom, là_adv, mad_nam, man_nom, marceau_nom, martinet_nam, massart_nam, massart_nom, mastar_nom, mastodonte_nom, matelot_nam, mathusalem_nam, maudru_nam, mercantour_nam, meringue_nam, meyer_nam, mirette_nam, mitte_nam, mordant_nom, mouchette_nom, mézigue_nom, môme_nam, narcense_nam, nat_nam, niko_nam, nono_nam, ont_ver, pa_nam, pa_nom, papé_nom, partant_nom, pas_adj, pat_nam, pattes_nam, paulot_nam, paumer_ver, pereires_nom, pinaud_adj, pinaud_nam, pinuche_nom, pipou_nam, plaintivement_adv, plumier_nam, pontiac_nam, portac_nam, postillonner_ver, pote_adj, pépin_nam, randall_nom, rebecca_nam, reixach_nam, renifle_nom, revizor_nam, roseline_nam, rosito_nam, rouleau_nam, sainclair_nam, sanchez_nam, sonneur_nom, sosthène_nam, soufflant_nom, sue_nam, tac_nam, taxi_nam, tintin_nam, tit_adj, tit_nom, tonin_nam, tor_nam, toto_nam, tournis_nom, tremblote_nom, v, vacher_nom, vigan_nom, vigue_nam, volpatte_nam, vétérinaire_nom, watt_nam, y_nom, z
34	203	abuser_ver, admettre_ver, affirmer_ver, ambition_nom, ambrosius_nam, apprenant_nom, apprendre_ver, arrivé_adj, assurer_ver, avouer_ver, berner_ver, bluff_nom, bluffer_ver, capturer_ver, cause_nom, caution_nom, cet_nam, chambrer_ver, chang_nam, chapitrer_ver, circonvenir_ver, complimenter_ver, comprendre_ver, compromettre_ver, compte_nom, compter_ver, concernant_prp, concerner_ver, confesser_ver, connaissance_nom, connaître_ver, consciemment_adv, considération_nom, contrecarrer_ver, convaincre_ver, courage_nom, courson_nam, croire_ver, culot_nom, demander_ver, devinette_nom, diantre_nom, dilemme_nom, dire_nom, dire_ver, divulguer_ver, documenter_ver, douter_ver, dupe_adj, dupe_nom, duper_ver, dussé_ver, déchoir_ver, déduire_ver, délibérément_adv, déloger_ver, démanger_ver, démordre_ver, dénier_ver, dépens_nom, dérober_ver, désintéresser_ver, désobliger_ver, dévolu_nom, dût, enferrer_ver, entretuer_ver, envieux_nom, espérer_ver, estimer_ver, expliquer_ver, failler_ver, fausser_ver, fauter_ver, fautif_adj, fichais_ver, fortépice_nam, fourvoyer_ver, gaber_nam, ghelts_nom, grave_adj, gravité_nom, hardigras_ver, ignorer_ver, imaginer_ver, importance_nom, important_adj, impunément_adv, incrédule_nom, indirectement_adv, influencer_ver, informé_adj, insoluble_adj, intentionnellement_adv, intentionner_ver, interrogation_nom, intéressant_adj, intéresser_ver, intérêt_nom, irrémédiablement_adv, juger_ver, jurer_ver, justification_nom, lewenthal_adj, lotir_ver, léser_ver, lésiner_ver, mahood_nam, mensonge_nom, mentir_ver, minimiser_ver, miser_ver, molloy_nam, mystère_nom, nihiliste_nom, noise_nom, nuire_ver, nécessité_nom, omission_nom, osait, ose_nom, oser_ver, osé_adj, otage_nom, oublie_nom, oublier_ver, outiller_ver, ouvertement_adv, ouï, parce_kon, parier_ver, parler_nom, parler_ver, penser_nom, penser_ver, pensé_nom, persuader_ver, problème_nom, promettre_ver, préjuger_ver, préoccuper_ver, présumer_ver, prétendre_ver, prétention_nom, publiquement_adv, pécuniaire_adj, question_nom, quitte_adj, qué_ver, raison_nom, rectification_nom, rencarder_ver, rendre_ver, renseigner_ver, responsable_adj, retordre_ver, réchapper_ver, réciproque_nom, rêver_ver, sauver_ver, savoir_nom, savoir_ver, sciemment_adv, scrupule_nom, senti_adj, senti_nom, songer_ver, soucier_ver, soupçonner_ver, soustraire_ver, subordonner_ver, sujet_adj, supposer_ver, survivre_ver, sérieux_adj, sérieux_nom, sûr_adj, tabler_ver, tarabuster_ver, tarauder_ver, testamentaire_adj, tort_nom, tracasser_ver, tromper_ver, turlupiner_ver, untel_nam, urgence_nom, urgent_adj, utile_adj, utilité_nom, valable_adj, valeur_nom, vanité_nom, volontairement_adv, vouloir_nom, vérité_nom, worm_nam, ébruiter_ver, échapper_ver, élucider_ver, éluder_ver, énigme_nom, évincer_ver
218	206	adolphe_nam, agagnosc_nam, annion_nam, annion_nom, ascott_nam, autrey_nam, babou_nam, badoir_nom, balterini_nam, baratof_nam, barinia_nom, barouillet_nam, barthey_nam, bastardon_nam, baudouin_nam, bella_nam, bellevillois_nam, bergamot_nam, bezombes_nam, bidouille_nam, borel_nam, borton_nam, bouldu_nom, boïa_nom, bretting_nam, brixen_nam, caillebotte_nom, carlier_nam, cartouche_nam, cassecou_nam, catacombes_nam, caulet_nom, certainement_nam, chambellan_nom, chambéry_nam, chapman_nam, chief, châtel, coletti_nam, collard_nam, commensal_nom, commissaire_nam, condamine_nam, conrad_nam, conseiller_nom, courson_nom, croissy_nam, dalcester_nam, daspry_nam, deblain_nam, desjardies_nam, desjardies_ver, devanne_nam, dixmer_nam, dixmer_ver, dumoulin_nam, eustache_nam, faramont_ver, fernèse_nam, floch_nam, formerie_nam, fourmel_nam, frescheville_nam, fuselier_nam, fuselier_nom, félicien_nom, gabriele_nom, galant_nom, galitch_nam, gauberte_nam, giaousé_nam, gibassier_nam, girgenti_nam, giulio_nam, gould, gounsowsky_nam, goupit_nam, gourel_adj, gourel_nam, goussot_nam, gouverneur_nam, gouverneur_nom, grap_nam, grignolles_nam, grimm_nam, groendaal_nom, grubensteiger_nam, guette_nom, gunn_nam, géraume_nam, hardigras_nam, harrysson_nam, havard_nam, havard_nom, herbel_nam, hermelinfeld_nam, hippolyte_nam, hippothadée_nam, hubert_nam, inspector_nom, instructeur_adj, intendant_nom, interlocuteur_nom, josé_ver, joé_nam, juard_nam, juge_nam, katharina_nam, lebastard_nam, lecamus_nam, lepage_nam, lhuillier_nam, lhéry_nam, liliane_nam, longuet_nam, louvain_nam, macallan_nam, maffiano_nam, marceline_nam, markham_nam, marlin_nam, marquet, marquet_nam, martinod_nam, massimo_nam, mauléon_nam, melensa_nam, meslin_nam, meyrentin_nam, michot_nam, mifroid_nam, minias_nom, monnier_nam, monseigneur_nom, morestal_nom, mouna_nam, météorologiste_nom, nantas_nam, nikita_nam, nissa_nam, nox_nom, odon_nam, okou_nam, panteloup_nam, papajeudi_nam, parker_nam, patard_nam, patrice_nam, patrice_nom, paumgartner_nam, pensez_nam, percepteur_nom, permettez_nam, perron_nam, petitdoux_nam, petito_nam, philibert_nam, picot_nam, pisani_nam, pistafun_nam, pitcher_ver, plemen_nam, prasville_nam, presles_nom, prémont_nam, rabican_adj, rappt_adj, rappt_nom, reyer_nam, rhéa_nom, riva_nam, rousselain_nam, rumigny_nam, salvator_nam, santierne_nam, sarranti_nam, shapiro_nam, sicilien_nam, signor_nom, signore_nom, sinnamari_nam, steffel_nam, strock_nam, supia_nam, sébastien_nam, sûreté_nam, taurochs_nam, teramo, teramo_nam, teulard_nam, thélise_nam, théophraste_nam, théophraste_nom, théus_nam, titin_nam, toinetta_nam, tsar_nom, vergennes_nam, vermel_nam, vicart_nam, waldemar_nam, wallas_ver, wat_nam, zarouk_nam, éliphas_nam, éliphas_nom
