cluster	size	words
58	84	acajou_nom, ameublement_nom, aquarelle_nom, argenterie_nom, armorier_ver, bahut_nom, bergères_nom, bibelot_nom, boiserie_nom, bonbonnière_nom, bouddha_nom, brac_nom, bric, butin_nom, byzantin_adj, cadre_nom, carton, chromo_nom, coffret_nom, colorier_ver, cretonne_nom, crédence_nom, damas_nom, draperie_nom, effigie_nom, enluminer_ver, fermoir_nom, figurine_nom, garniture_nom, gravure_nom, incrustation_nom, inestimable_adj, ivoire_nom, lambris_nom, lambrisser_ver, laque_nom, laquer_ver, laqué_adj, lyre_nom, magot_nom, mappemonde_nom, maroquin_nom, marqueterie_nom, merisier_nom, meuble_adj, meuble_nom, miniature_nom, minuscule_nom, missel_nom, mite_nom, mobilier_adj, mobilier_nom, moulure_nom, nacre_nom, objet_nom, paravent_nom, partre_nam, pastel_nom, plumier_nom, portraire_ver, portrait_nom, potiche_nom, presse, précieux_adj, ramage_nom, reliquaire_nom, relique_nom, reliure_nom, reps_nom, statuette_nom, sèvres_nam, sépia_nom, tabatière_nom, tableau_nom, tapisserie_nom, tenture_nom, trumeau_nom, trésor_nom, vaisselle_nom, vernis_nom, verrerie_nom, vélin_nom, ébène_nom, écrin_nom
82	85	carat_nom, cent_nam, cent_ver, centaine_nom, cinq_nam, cinq_nom, cinq_num, cinquantaine_nom, cinquante, cinquante_adj, demi, demie_nom, deux, deux_abr, deux_adj, deux_nom, deux_ver, dix, dix_nom, dix_num, dizaine_nom, douzaine_nom, douze_nom, douze_num, environ_adv, environ_nom, environ_prp, grosso_adv, heure_abr, heure_nom, huit_adj, huit_nam, huit_nom, huit_num, mat_nom, millier_nom, minuit_nom, modo_adv, neuf_adj, neuf_num, onze_num, or_nom, pièces_nom, plombe_nom, quarantaine_nom, quarante, quarante_num, quart_adj, quart_nom, quarts_nom, quatorze_num, quatre_adj, quatre_nam, quatre_nom, quatre_num, quelques_adj, quelques_nam, quelques_nom, quinzaine_nom, quinze_nam, quinze_num, respectivement_adv, rivières_nam, seize_num, sept_nam, sept_nom, sept_num, six_nom, six_num, soixantaine_nom, soixante, soixante_num, treize_num, trentaine_nom, trente, trente_nam, trente_num, trois, trois_adj, trois_nom, vingt, vingt_nam, vingt_num, vingt_ver, vingtaine_nom
63	85	abaddon_nam, agglosud_nam, archum_nam, base_nam, beloozero_nam, boaras_nam, boaras_nom, castes_nam, catalina_nam, certains_nam, cerveau_nam, chan_nam, chevalange_nam, clone_nom, colmateurs_nom, concurrent_adj, dancer_nam, dann_nam, dictateur_nom, dissident_adj, dogmaster_nam, drake_nam, edaïn_nom, fargan_nam, fun_nam, fusionner_ver, getmatta_nom, godrap_nam, goer_nam, goers_nom, gourou_nom, hautes_nam, hedan_nam, hellequin_nam, hors, ilse_nam, imitateur_nom, jok_nam, kallaa_nam, kendiac_nam, kiorin_nam, kizilbach_nom, lorane_nam, loy_nom, loys_nam, luruak_nam, maintenance_nom, meridam_nam, minoritaire_adj, moab_nam, mord_nam, mouchard_nom, mouse_nam, nazirine_nam, northwood_nam, nécropole_nom, ost, oulds_nom, prémonde_nom, quandt_nam, rakkar_nam, saboteur_nom, samara_nom, secte_nam, secte_nom, sectes_nam, seidon_nam, shane_nam, simulateur_nom, sua_nam, surveillance_nam, surveillants_nam, syndicat_nam, tegalog_nom, thanks_nom, tolbiac_nam, ulysse_nam, voies_nam, voirie_nom, wakana_nam, wallak_nam, wallow_nam, wang_nam, waren_nam, yao_nam
140	85	adoucir_ver, altérer_ver, amalgame_nom, amalgamer_ver, apparaître_ver, assombrir_ver, atténuer_ver, bribe_nom, brouiller_ver, clarifier_ver, condenser_ver, cristalliser_ver, dialoguer_ver, diluer_ver, disparaître_ver, dissiper_ver, dissocier_ver, dissoudre_ver, décanter_ver, décomposer_ver, découdre_ver, décousu_adj, déliter_ver, démêler_ver, désagréger_ver, effacer_ver, effriter_ver, embrouiller_ver, embrouillé_adj, engloutir_ver, estomper_ver, fondaient_ver, fondait_ver, fondant_ver, fondent_ver, fondre_ver, fragment_nom, fragmenter_ver, immiscer_ver, indistinctement_adv, infiltrer_ver, insinuer_ver, intimement_adv, jaillir_ver, lambeau_nom, matérialiser_ver, miette_nom, morceau_nom, morceler_ver, mélange_nom, mélanger_ver, mélangé_adj, mêler_ver, mêlé_adj, noyer_ver, obscurcir_ver, omniprésent_adj, orchestrer_ver, parcelle_nom, pelure_nom, pulvériser_ver, recoller_ver, recomposer_ver, reconstituer_ver, reformer_ver, renaître_ver, reparaître_ver, ressortir_ver, ressurgir_ver, ressusciter_ver, resurgir_ver, réapparaître_ver, résorber_ver, rétracter_ver, strate_nom, surgir_ver, tisser_ver, trame_nom, volatiliser_ver, écheveau_nom, éclaircir_ver, émerger_ver, émietter_ver, évanouir_ver, évaporer_ver
268	85	abjection_nom, abomination_nom, abus_nom, audace_nom, audacieux_nom, aveuglement_nom, bassesse_nom, bourde_nom, bévue_nom, bêtise_nom, calomnier_ver, cauteleux_adj, chausse, commettre_ver, compromission_nom, crasse_adj, cruauté_nom, crédulité_nom, cynisme_nom, dissimulation_nom, duplicité_nom, dérobade_nom, effronterie_nom, entorse_nom, errements_nom, erreur_nom, faiblesse_nom, fanfaronnade_nom, fausseté_nom, faute_nom, fourberie_nom, férocité_nom, gaffe_nom, gageure_nom, hardiesse_nom, hypocrisie_nom, idiotie_nom, ignominie_nom, imbécillité_nom, impair_nom, impolitesse_nom, imposture_nom, imprudence_nom, impudence_nom, incompétence_nom, inconséquence_nom, inconvenance_nom, incorrection_nom, incurie_nom, indignité_nom, indiscipline_nom, indélicatesse_nom, inexpérience_nom, infamie_nom, infraction_nom, insinuation_nom, lâcheté_nom, malignité_nom, malveillance_nom, malveillant_adj, manquement_nom, marchandage_nom, monstruosité_nom, muflerie_nom, méchanceté_nom, négligence_nom, outrecuidance_nom, perfidie_nom, perversité_nom, pusillanime_adj, rouerie_nom, sadisme_nom, sottise_nom, stupidité_nom, taxer_ver, traîtrise_nom, tricherie_nom, turpitude_nom, témérité_nom, vantardise_nom, veulerie_nom, vice_nom, vilenie_nom, égoïsme_nom, étourderie_nom
275	85	algérie_nam, alpes_nam, alsace, alsace_nam, amazonien_adj, ardennes_nam, arles_nam, atlas_nam, aurillac_nam, auvergne_nam, basses, beaune_nam, bethléem_nam, bonze_nom, bouddhiste_adj, bourges_nam, bretagne_nam, bénédictin_nom, carlat_nam, champagne_nam, chartreuse_nom, chinon_nam, christelle_nam, châtaigneraie_nom, clarisse_nom, claus_nam, colomb_nam, compostelle_nam, corneville_nam, cruz_nam, dauphiné_nam, dordogne_nam, ermitage_nom, ermite_nom, forcalquier_nam, fourca_nam, france_nom, hautes, havre_nom, ile, indochine_nom, jalonner_ver, jura_nam, karouac_nam, landes_nam, lorient_nam, lorraine_nam, lourdes_nam, lure_nam, macarine_nom, madagascar_nam, malo_nam, mane_nom, maquis_nom, marrakech_nam, massif_nam, montagne_nam, moselle_nam, neuve_nam, normandie_nam, ouest, pentecôte_nam, pointe, port, port_nam, poucet_nam, presqu, provence_nam, puy_nam, pyrénées_nam, pâques_nam, pèlerinage_nom, rio_nam, réunion_nam, saintes_nam, salado_nam, santa, santa_nam, savoie_nam, tibétain_adj, touraine_nam, var_nam, vercors_nam, île, île_nam
11	86	aldarenche_nam, antiome_nam, astria_nam, bastion_nom, boucan_nam, buisson_nam, cabane_nam, castel, castel_nam, castel_nom, château_nom, citadelle_nam, citadelle_nom, conciergerie_nom, corall_nam, cottage_nom, cour_nam, dampierre_nam, datcha_nom, demeure_nom, dirak_nam, domaine_nom, domicile_nom, ducal_adj, escurial_nam, farnesa_nam, fief_nom, fimrith_nam, forteresse_nom, fortin_nom, fortunata_nam, féodal_adj, garros_nam, garçonnière_nom, habitation_nom, hamra_nam, haute_nam, hauts, hofburg_nam, house_nam, hunaudaye_nam, impérial_adj, justice_nam, kelorh_nam, logis_nom, mahault_nam, mailleraye_nam, maison_nom, maisonnette_nom, manoir_nom, martorello_nam, mogador_nam, nef_nam, olivet_nam, onyx_nam, palais_nam, palais_nom, palerme_nom, pavillon_nom, petrograd_nam, prieuré_nam, propriété_nom, rempart_nom, retiré_adj, rijou_nom, rosalie_nam, rosmadec_nam, royal_adj, résidence_nom, saarsgard_nam, sablier_nam, samarande_nam, sanctuaire_nam, santo_nam, sapins_nom, saules_nam, seigneurial_adj, selo_nam, stanville, utheria_nam, vecchio_nam, villa_nom, wielstadt_nam, élouane_nam, épiscopal_adj, étel_nam
71	87	accoter_ver, accouder_ver, accroche_nom, accrocher_ver, accroupir_ver, adosser_ver, agenouiller_ver, allonger_ver, allongé_nom, appuyer_ver, asseoir_ver, assis_adj, assis_nam, assoupir_ver, bloquer_ver, blottir_ver, caler_ver, camper_ver, coincer_ver, coller_ver, coucher_ver, couché_nom, couchée_nom, cuver_ver, debout_adv, debout_nam, debout_nom, dodo_nom, dormant_nom, dormeur_nom, dormeuse_nom, dormir_ver, dresser_ver, dépose_nom, déposer_ver, emmitoufler_ver, encastrer_ver, endormir_ver, engoncer_ver, ficher_ver, fixe_adj, fixer_ver, flanquer_ver, frigorifier_ver, frileusement_adv, frileux_adj, giron_nom, grelottant_adj, grelotter_ver, installer_ver, lover_ver, nicher_ver, pelotonner_ver, pendre_ver, pioncer_ver, planter_ver, plaquer_ver, poser_nom, poser_ver, poster_ver, prélasser_ver, rasseoir_ver, rassir_ver, ratatiner_ver, recoucher_ver, recroqueviller_ver, rencogner_ver, rendormir_ver, renfoncer_ver, reposer_ver, retourne_nom, river_ver, ronfler_ver, roupiller_ver, réinstaller_ver, réveiller_ver, sieste_nom, sommeiller_ver, somnoler_ver, sursaut_nom, suspendre_ver, tasser_ver, transir_ver, vautrer_ver, visser_ver, étendre_ver, éveiller_ver
348	87	accard_nam, aline_nom, asmus_nam, ast_nam, astolphe_nam, aïe_int, barescat_nam, baronne_adj, baudoche_nam, belhôtel_nam, bitakis_nam, boghossian_nam, bollard_nam, buscar_nam, camier_nam, camomille_nom, carneilhan_nam, chambaud_nam, chambernac_nam, chambertin_nam, cidrolin_nam, cloche_nam, clothilde_nam, coco_nam, coltet_nam, cooper_nam, counihan_nam, célestine_nam, célia_nam, céline_nam, demoiselle_nam, diana_nam, diva_nam, dodin_nam, donge_nam, dorset_nam, dubroc_nam, dutertre_nam, endon_nam, ernestine_nam, espivant_nam, et_adj, follette_nam, francine_nam, gaïta_nam, gina_nam, gramigni_nam, guernez_nam, hachamoth_nam, héloïse_nam, javelin_nam, lalix_nam, lehameau_nam, ludi_nam, madame_nam, madame_nom, mademoiselle_nam, mademoiselle_nom, malétras_nam, marcelle_nam, mariolles_nam, marquise_nam, mercier_nam, mimi_nam, mme_nam, monsieur_nam, monsieur_nom, moulineau_nam, mounnezergues_nam, murphy_nam, nane_nam, neary_nam, niçois_nam, noémi_nam, pickmann_nam, pradonet_nam, purpulan_nam, rouvray_nam, répondant_nom, sthène_nam, suzon_nam, sylvère_nam, sévigné_nam, ticklepenny_nam, vatard_nam, wellington_nam, wylie_nam
201	87	abrupt_adj, accidenter_ver, accidenté_adj, accotement_nom, anfractuosité_nom, basaltique_adj, berge_nom, boiser_ver, boisé_adj, butte_nom, caillasse_nom, caillouteux_adj, canyon_nom, carrossable_adj, cime_nom, colline_nom, combe_nom, congère_nom, contrefort_nom, coteau_nom, crête_nom, déblayer_ver, déblayé_ver, déclivité_nom, dénivellation_nom, empierrer_ver, encaissé_adj, enneiger_ver, enneigé_adj, escarpement_nom, escarper_ver, escarpé_adj, falaise_nom, faîte_nom, fondrière_nom, fossé_nom, glacier_nom, herbeux_adj, herbu_adj, himalaya_nam, mont_nom, montagne_nom, montagneux_adj, monticule_nom, niveler_ver, ornière_nom, pente_nom, pentu_adj, pic_adv, pic_nom, pierraille_nom, pierreux_adj, promontoire_nom, précipice_nom, raidillon_nom, ravin_nom, ravine_nom, remblai_nom, rive_nom, roc_nom, rocailleux_adj, roche_nom, rocher_nom, rocher_ver, rocheuses_nam, rocheux_adj, sableux_adj, sablonneux_adj, sierra_nam, sierra_nom, sommet_nom, talus_adj, talus_nom, terrain_nom, tertre_nom, tumulus_nom, val_nom, vallon_nom, vallonnement_nom, vallée_nom, versant_nom, vicinal_adj, ziggourat_nom, éboulement_nom, ébouler_ver, éboulis_nom, épaulement_nom
59	88	accélération_nom, accéléré_adj, aller, alternance_nom, alterner_ver, amplitude_nom, antérieur_adj, approximatif_adj, approximativement_adv, appréciable_adj, balancier_nom, baromètre_nom, calculer_ver, calendrier_nom, chrono_nom, composition_nom, considérable_adj, convenu_adj, coordonner_ver, cote_nom, décalage_nom, découpage_nom, définir_ver, déplacement_nom, déséquilibre_nom, déterminer_ver, déviation_nom, enchaînement_nom, exact_adj, externe_adj, extrême_nom, fatidique_adj, fixé_adj, gamme_nom, graphique_nom, horaire_adj, horaire_nom, imparable_adj, indiqué_adj, infime_adj, infinitésimal_adj, interne_adj, jauger_ver, majeur_adj, maximal_adj, maximum_adj, maximum_nom, mesurer_ver, minime_adj, minimum_nom, minuter_ver, moyen_adj, moyenne_nom, notable_adj, note_nom, négligeable_adj, oscillation_nom, ozlim_nam, pivotant_adj, planning_nom, postérieur_adj, précis_adj, précédent_nom, ralentissement_nom, redressement_nom, rotation_nom, schéma_nom, scientifiquement_adv, soupeser_ver, successif_adj, succession_nom, succéder_ver, supplémentaire_adj, supputer_ver, synchroniser_ver, série_nom, température_nom, thermomètre_nom, tonalité_nom, translation_nom, tripler_ver, variante_nom, variation_nom, varier_ver, varié_adj, variété_nom, zéro_nom, évaluer_ver
64	89	arbitre_nom, athlète_nom, atout_nom, baccara_nom, ball_nom, base, baseball_nom, belote_nom, boxe_nom, boxeur_nom, bridge_nom, cascadeur_nom, casino_nam, casino_nom, champion_nom, championnat_nom, chiffre_nom, concours_nom, coupe_nam, coureur_nom, cross_nom, croupier_nom, cycliste_adj, damer_ver, domino_nom, enjeu_nom, entraînement_nom, entraîneur_nom, escrime_nom, exercice_nom, exploit_nom, foot_nom, football_nom, footballeur_nom, gagnant_adj, gagnant_nom, golf_nom, gymnastique_nom, hercule_nom, hippique_adj, jeu_nom, jockey_nom, jouer_ver, joueur_nom, lad_nom, lauréat_nom, lice_nom, loto_nom, lutteur_nom, manager_nom, manif_nom, manille_nom, marathon_nom, match_nom, mickey_nom, natation_nom, olympique_adj, osselet_nom, pari_nom, performance_nom, ping, pion_nom, poker_nom, pong_nom, pratique_nom, pratiquer_ver, promo_nom, prouesse_nom, pétanque_nom, raquette_nom, record_nom, relais_nam, round_nom, rugby_nom, réputé_adj, score_nom, ski_nom, skieur_nom, sport_nom, sportif_adj, sportif_nom, sprint_nom, tennis_nom, tierce_nom, tiercé_nom, tournoi_nom, échecs_nom, échiquier_nom, équitation_nom
111	89	alanguir_ver, altier_adj, arrogant_adj, badin_adj, blasé_adj, boudeur_adj, bravache_adj, candide_adj, caressant_adj, charmeur_adj, clignement_nom, clin_nom, comminatoire_adj, complice_adj, complicité_nom, connivence_nom, contrit_adj, câlin_adj, câlinement_adv, docte_adj, doctoral_adj, doucereux_adj, dédaigneux_adj, désabuser_ver, désabusé_adj, désarmant_adj, détaché_adj, enfantin_adj, enjôleur_adj, ensorcelant_adj, ensorceleur_nom, entendu_nom, enveloppant_adj, espiègle_adj, fanfaron_adj, fataliste_adj, faussement_adv, finaud_adj, goguenard_adj, gouailleur_adj, hautain_adj, impertinent_adj, ingénu_adj, insinuant_adj, insolent_adj, ironique_adj, irrité_adj, langoureux_adj, langueur_nom, languide_adj, languissant_adj, larmoyant_adj, larmoyer_ver, malice_nom, malicieux_adj, mielleux_adj, minauder_ver, moqueur_adj, mutin_adj, méprisant_adj, narquois_adj, naïf_adj, négligent_adj, onctueux_adj, outré_adj, patelin_adj, persuasif_adj, provocant_adj, puéril_adj, pénétré_adj, railleur_adj, ravi_adj, rieur_adj, rogue_adj, rougissant_adj, résigné_adj, sarcastique_adj, sardonique_adj, satisfait_adj, sentencieux_adj, sirupeux_adj, souriant_adj, sourire_nom, suave_adj, taquin_adj, ton_nom, ému_adj, énamourer_ver, œillade_nom
206	89	acteur_nom, actrice_nom, actrices_nom, ambitionner_ver, animateur_nom, baladin_nom, bonimenteur_nom, bricoleur_nom, carter_nam, casting_nom, chansonnier_nom, charmeur_nom, cinoche_nom, ciné, ciné_nom, cinéaste_nom, cinéma_nom, cinématographe_nom, cinématographique_adj, cirque_nom, cit_nam, clown_nom, compositeur_nom, comédien_nom, dompteur_nom, débutant_adj, décorateur_nom, exécutant_nom, fan_nom, fanfaron_nom, fantoche_nom, festival_nam, festival_nom, figurant_nom, figuration_nom, film_nom, first_nam, fracassant_adj, gay_adj, guignol_nom, hollywood_nam, hollywoodien_adj, hologramme_nom, illusionniste_nom, interprète_nom, interpréter_ver, jongleur_nom, lily_nam, manipulateur_nom, maquilleur_nom, marilyn_nam, marionnettiste_nom, mcfloyd_nam, metteur_nom, mime_nom, monteur_nom, montreur_nom, muet_nom, music, méliès_nam, métrage_nom, nick_nam, peggy_nam, pitre_nom, porno_adj, porno_nom, prestidigitateur_nom, prestidigitation_nom, prestigieux_adj, producteur_adj, producteur_nom, projection_nom, pub_nom, réalisateur_nom, saltimbanque_nom, schmidt_nam, script_nom, scénariste_nom, sourd, star_nom, styler_ver, théâtre_nom, tournage_nom, tragédien_nom, vedette_nom, virginité_nom, vogue_nom, western_nom, zoom_nom
196	91	abandon_nom, affliction_nom, affolement_nom, agacement_nom, ahurissement_nom, allégresse_nom, ambigu_adj, amer_adj, amertume_nom, angoisse_nom, anxiété_nom, apitoiement_nom, appréhension_nom, attirance_nom, colère_nom, commisération_nom, compassion_nom, consternation_nom, contentement_nom, contrariété_nom, dégoût_nom, déplaisir_nom, désappointement_nom, désapprobation_nom, désarroi_nom, désenchantement_nom, désespoir_nom, désespérance_nom, désespérer_ver, désespéré_adj, désolation_nom, détresse_nom, effarement_nom, effroi_nom, embarras_nom, embrassement_nom, exaltation_nom, exaspération_nom, excitation_nom, fascination_nom, fièvre_nom, fiévreux_adj, frayeur_nom, frustration_nom, fureur_nom, fébrile_adj, fébrilité_nom, gêne_nom, horreur_nom, impatiemment_adv, impatience_nom, impatient_adj, incompréhension_nom, incrédulité_nom, indicible_adj, indéfinissable_adj, inexprimable_adj, inquiétude_nom, irritation_nom, jubilation_nom, malaise_nom, mécontentement_nom, mélancolie_nom, nerveux_adj, nervosité_nom, nostalgie_nom, panique_nom, perplexité_nom, pitié_nom, rage_nom, regret_nom, remords_nom, reproche_nom, réprobation_nom, répugnance_nom, répulsion_nom, saisissement_nom, satisfaction_nom, stupeur_nom, stupéfaction_nom, surexcitation_nom, surprise_nom, terreur_nom, tristesse_nom, trouble_nom, ébahissement_nom, émoi_nom, émotion_nom, énervement_nom, épouvante_nom, étonnement_nom
209	91	adjudant_nom, africains_nam, alcazar_nam, approvisionnement_nom, armée_nam, armée_nom, artilleur_nom, bat_nam, bataillon_nom, buffalo_nam, caner_ver, capitaine_nom, caporal_nom, carabinier_nom, cavalerie_nom, cheptel_nom, civil_adj, civil_nom, colonel_nom, colonial_nom, commandant_nom, commando_nom, conscrit_nom, contingent_nom, cosaque_nom, crs_nam, cuirassier_nom, division_nom, détachement_nom, effectif_nom, escadron_nom, escorte_nom, escouade_nom, estafette_nom, factionnaire_nom, fifre_nom, flicops_nom, garnison_nom, gradé_adj, général_adj, général_nom, hallebardier_nom, hussard_nom, infanterie_nom, instructeur_nom, intendance_nom, katiba_nom, lancier_nom, lieutenant_nom, légionnaire_nom, machiniste_nom, main_adv, major_nam, major_nom, manifestant_nom, meneur_nom, milice_nom, militaire_adj, militaire_nom, militairement_adv, motard_nom, motocycliste_nom, off_nom, officier_nom, officier_ver, peloton_nom, permissionnaire_nom, pompier_nom, régiment_nom, sapeur_nom, section_nom, sergent, sergent_nom, sing_nam, soldat_nom, sous, sénégalais_adj, sénégalais_nam, tchèque_adj, territorial_adj, tirailleur_nom, troupe_nom, uhlan_nom, unité_nom, vietnamien_adj, vigile_nom, volontaire_nom, vétéran_nom, zouave_nom, équipe_nom, état
61	91	adhésif_adj, almanach_nom, antédiluvien_adj, boite_nom, bouchon_nom, bouché_adj, boîte_nom, caissette_nom, carton_nom, cellophane_nom, charbon_nom, chrome_nom, clefs_nom, coke_nom, colle_nom, compresseur_adj, confetti_nom, copeau_nom, corné_adj, cosse_nom, coupe, couvercle_nom, documents_nom, doublure_nom, emballage_nom, embout_nom, encrasser_ver, enregistreur_adj, enveloppe_nom, estampiller_ver, faucille_nom, fer, ficelé_adj, format_nom, fusible_nom, gaine_nom, gomme_nom, gousset_nom, herbier_nom, inutilisable_adj, journal_adj, kleenex_nom, kraft_nom, languette_nom, liège_nom, made_abr, manchon_nom, mastic_nom, nickel_nom, papier, papier_nom, papyrus_nom, paquet_nom, passoire_nom, planchette_nom, plaquette_nom, plastifier_ver, plinthe_nom, poche, poche_nom, pochette_nom, porte, portefeuille_nom, poterie_nom, poudrier_nom, précieusement_adv, présentoir_nom, préservatif_nom, périmer_ver, périmé_adj, raccord_nom, rainure_nom, rouleau_nom, réticule_nom, sachet_nom, serpentin_nom, soudure_nom, sucette_nom, sésame_nom, tablette_nom, tamis_nom, tampon_nom, timbres, truelle_nom, vide, vignette_nom, écorner_ver, élastique_nom, étoupe_nom, étui_nom, évider_ver
